inputId,Score
838,34.5455
839,34.5455
840,34.5455
841,34.5455
842,34.5455
843,34.5455
844,34.5455
845,34.5455
846,34.5455
847,34.5455
848,34.5455
849,34.5455
850,34.5455
851,34.5455
852,34.5455
853,34.5455
854,34.5455
855,0.0570
856,0.0570
857,34.5455
858,0.0570
859,34.5455
860,34.5455
861,34.5455
862,34.5455
863,0.0570
864,0.0570
865,34.5455
866,34.5455
867,34.5455
868,34.5455
869,34.5455
870,34.5455
871,34.5455
872,34.5455
873,34.5455
874,34.5455
875,0.0570
876,34.5455
877,34.5455
878,34.5455
879,0.0570
880,34.5455
881,34.5455
882,34.5455
883,34.5455
884,34.5455
885,34.5455
886,34.5455
887,0.0570
888,34.5455
889,34.5455
890,34.5455
891,34.5455
892,34.5455
893,34.5455
894,34.5455
895,34.5455
896,34.5455
897,5.2730
898,34.5455
899,34.5455
900,34.5455
901,34.5455
902,34.5455
903,34.5455
904,34.5455
905,0.0570
906,34.5455
907,34.5455
908,34.5455
909,34.5455
910,34.5455
911,34.5455
912,34.5455
913,34.5455
914,34.5455
915,34.5455
916,34.5455
917,34.5455
918,34.5455
919,0.0570
920,34.5455
921,34.5455
922,34.5455
923,34.5455
924,34.5455
925,34.5455
926,34.5455
927,34.5455
928,34.5455
929,34.5455
930,34.5455
931,34.5455
932,34.5455
933,0.0570
934,34.5455
935,34.5455
936,34.5455
937,34.5455
938,0.0570
939,34.5455
940,34.5455
941,34.5455
942,34.5455
943,34.5455
944,34.5455
945,34.5455
946,34.5455
947,34.5455
948,34.5455
949,34.5455
950,34.5455
951,34.5455
952,34.5455
953,34.5455
954,5.1777
955,34.5455
956,34.5455
957,34.5455
958,34.5455
959,34.5455
960,34.5455
961,34.5455
962,34.5455
963,34.5455
964,34.5455
965,34.5455
966,0.0570
967,0.0570
968,34.5455
969,34.5455
970,34.5455
971,34.5455
972,34.5455
973,0.0570
974,34.5455
975,34.5455
976,34.5455
977,34.5455
978,34.5455
979,34.5455
980,34.5455
981,34.5455
982,34.5455
983,34.5455
984,103.6174
985,34.5455
986,0.0570
987,34.5455
988,34.5455
989,34.5455
990,0.0570
991,34.5455
992,34.5455
993,34.5455
994,34.5455
995,0.0570
996,34.5901
997,34.5455
998,0.0570
999,34.5455
1000,34.5455
1001,34.5455
1002,34.5901
1003,34.5455
1004,34.5455
1005,0.0570
1006,34.5455
1007,34.5455
1008,34.5455
1009,34.5455
1010,34.5455
1011,34.5455
1012,34.5455
1013,34.5455
1014,34.5455
1015,34.5455
1016,0.0570
1017,34.5455
1018,34.5455
1019,34.5455
1020,34.5455
1021,34.5455
1022,0.0570
1023,34.5455
1024,34.5455
1025,34.5455
1026,34.5455
1027,0.0570
1028,34.5455
1029,34.5455
1030,34.5455
1031,34.5455
1032,34.5455
1033,34.5455
1034,34.5455
1035,34.5455
1036,34.5455
1037,34.5455
1038,34.5455
1039,34.5455
1040,34.5455
1041,34.5455
1042,0.0570
1043,34.5455
1044,34.5455
1045,34.5455
1046,34.5455
1047,34.5455
1048,34.5455
1049,34.5455
1050,34.5455
1051,34.5455
1052,0.0570
1053,34.5455
1054,34.5455
1055,34.5455
1056,34.5455
1057,34.5455
1058,34.5455
1059,0.0570
1060,0.0570
1061,34.5455
1062,34.5455
1063,34.5455
1064,34.5455
1065,34.5455
1066,34.5455
1067,34.5455
1068,34.5455
1069,34.5455
1070,34.5455
1071,34.5455
1072,34.5455
1073,34.5455
1074,0.0570
1075,34.5455
1076,0.0570
1077,34.5455
1078,34.5455
1079,0.0570
1080,4.9366
1081,34.5901
1082,34.5455
1083,34.5455
1084,34.5455
1085,34.5455
1086,34.5455
1087,0.0570
1088,34.5455
1089,34.5455
1090,34.5455
1091,34.5455
1092,34.5455
1093,34.5455
1094,0.0570
1095,34.5455
1096,34.5455
1097,34.5455
1098,34.5455
1099,34.5455
1100,34.5455
1101,34.5455
1102,34.5455
1103,0.0570
1104,34.5455
1105,0.0570
1106,34.5455
1107,34.5455
1108,34.5455
1109,34.5455
1110,34.5455
1111,34.5455
1112,34.5455
1113,34.5455
1114,34.5455
1115,34.5455
1116,34.5455
1117,34.5455
1118,34.5455
1119,34.5455
1120,34.5455
1121,0.0570
1122,0.0570
1123,34.5455
1124,34.5455
1125,34.5455
1126,34.5455
1127,34.5455
1128,34.5455
1129,34.5455
1130,34.5455
1131,0.0570
1132,34.5455
1133,34.5455
1134,0.0570
1135,34.5455
1136,34.5455
1137,34.5455
1138,34.5455
1139,34.5455
1140,34.5455
1141,34.5455
1142,34.5455
1143,34.5455
1144,34.5455
1145,34.5455
1146,103.6174
1147,34.5455
1148,34.5455
1149,34.5455
1150,34.5455
1151,34.5455
1152,34.5455
1153,4.9366
1154,34.5455
1155,34.5455
1156,34.5455
1157,34.5455
1158,34.5455
1159,34.5455
1160,34.5455
1161,0.0570
1162,34.5455
1163,34.5455
1164,34.5455
1165,34.5455
1166,34.5455
1167,34.5455
1168,34.5455
1169,34.5455
1170,0.0570
1171,34.5455
1172,0.0570
1173,103.6174
1174,0.0570
1175,0.0570
1176,34.5455
1177,34.5455
1178,34.5455
1179,34.5455
1180,34.5455
1181,34.5455
1182,69.0786
1183,34.5455
1184,34.5455
1185,34.5455
1186,34.5455
1187,34.5455
1188,34.5455
1189,34.5455
1190,34.5455
1191,34.5455
1192,34.5455
1193,34.5455
1194,0.0570
1195,34.5455
1196,34.5455
1197,34.5455
1198,0.0570
1199,34.5455
1200,34.5455
1201,34.5455
1202,0.0570
1203,34.5455
1204,34.5455
1205,34.5455
1206,34.5455
1207,34.5455
1208,34.5455
1209,34.5455
1210,34.5455
1211,34.5455
1212,0.0570
1213,0.0570
1214,34.5455
1215,34.5455
1216,34.5455
1217,34.5455
1218,34.5455
1219,34.5455
1220,34.5455
1221,34.5455
1222,34.5455
1223,0.0570
1224,34.5455
1225,34.5455
1226,34.5455
1227,34.5455
1228,34.5455
1229,0.0570
1230,0.0570
1231,34.5455
1232,34.5455
1233,34.5455
1234,34.5455
1235,0.0570
1236,0.0570
1237,34.5455
1238,34.5455
1239,34.5455
1240,34.5455
1241,34.5455
1242,34.5455
1243,34.5455
1244,34.5455
1245,34.5455
1246,34.5455
1247,0.0570
1248,34.5455
1249,34.5455
1250,34.5455
1251,34.5455
1252,34.5455
1253,5.0907
1254,0.0570
1255,34.5455
1256,0.0570
1257,0.0570
1258,34.5455
1259,34.5455
1260,34.5455
1261,34.5455
1262,34.5455
1263,34.5455
1264,34.5455
1265,34.5455
1266,34.5455
1267,34.5455
1268,34.5455
1269,34.5455
1270,0.0570
1271,34.5455
1272,34.5901
1273,34.5455
1274,34.5455
1275,34.5455
1276,34.5455
1277,34.5455
1278,34.5455
1279,34.5455
1280,34.5455
1281,34.5455
1282,34.5455
1283,34.5455
1284,34.5455
1285,34.5455
1286,0.0570
1287,34.5455
1288,34.5455
1289,34.5455
1290,34.5455
1291,34.5455
1292,34.5455
1293,0.0570
1294,34.5455
1295,34.5455
1296,34.5455
1297,34.5455
1298,34.5455
1299,34.5455
1300,0.0570
1301,34.5455
1302,0.0570
1303,34.5455
1304,34.5455
1305,34.5455
1306,34.5455
1307,34.5455
1308,34.5455
1309,34.5455
1310,34.5455
1311,34.5455
1312,0.0570
1313,34.5455
1314,34.5455
1315,34.5455
1316,34.5455
1317,34.5455
1318,34.5455
1319,34.5455
1320,34.5455
1321,34.5455
1322,34.5455
1323,34.5455
1324,34.5455
1325,34.5455
1326,34.5455
1327,34.5455
1328,0.0570
1329,34.5455
1330,34.5455
1331,34.5455
1332,0.0570
1333,34.5455
1334,34.5455
1335,34.5455
1336,34.5455
1337,34.5455
1338,34.5455
1339,0.0570
1340,0.0570
1341,34.5455
1342,34.5455
1343,34.5455
1344,34.5455
1345,34.5455
1346,0.0570
1347,34.5455
1348,34.5455
1349,34.5455
1350,34.5455
1351,34.5455
1352,34.5455
1353,34.5455
1354,34.5455
1355,34.5455
1356,34.5455
1357,34.5455
1358,0.0570
1359,34.5455
1360,34.5455
1361,34.5455
1362,0.0570
1363,34.5455
1364,34.5455
1365,34.5455
1366,34.5455
1367,34.5455
1368,34.5455
1369,0.0570
1370,34.5455
1371,0.0570
1372,34.5455
1373,34.5455
1374,34.5455
1375,34.5455
1376,34.5455
1377,34.5455
1378,34.5455
1379,34.5455
1380,34.5455
1381,34.5455
1382,34.5455
1383,34.5455
1384,34.5455
1385,34.5455
1386,34.5455
1387,34.5455
1388,34.5455
1389,34.5455
1390,34.5455
1391,34.5455
1392,34.5455
1393,0.0570
1394,34.5455
1395,0.0570
1396,34.5455
1397,34.5455
1398,34.5455
1399,34.5455
1400,34.5455
1401,34.5455
1402,34.5455
1403,34.5455
1404,34.5455
1405,34.5455
1406,34.5455
1407,34.5455
1408,34.5901
1409,34.5455
1410,34.5455
1411,34.5455
1412,0.0570
1413,34.5455
1414,34.5455
1415,34.5455
1416,34.5455
1417,34.5455
1418,34.5455
1419,34.5455
1420,4.7424
1421,34.5455
1422,0.0570
1423,34.5455
1424,0.0570
1425,34.5455
1426,34.5455
1427,34.5455
1428,34.5455
1429,34.5455
1430,34.5455
1431,0.0570
1432,34.5455
1433,34.5455
1434,34.5455
1435,0.0570
1436,34.5455
1437,34.5455
1438,34.5455
1439,34.5455
1440,34.5455
1441,34.5455
1442,34.5455
1443,34.5455
1444,34.5455
1445,34.5455
1446,34.5455
1447,34.5455
1448,34.5455
1449,34.5455
1450,34.5455
1451,34.5455
1452,34.5455
1453,34.5455
1454,34.5455
1455,34.5455
1456,34.5455
1457,34.5455
1458,34.5455
1459,34.5455
1460,34.5455
1461,0.0570
1462,0.0570
1463,34.5455
1464,0.0570
1465,34.5455
1466,0.0570
1467,34.5455
1468,34.5455
1469,34.5455
1470,34.5455
1471,34.5455
1472,34.5455
1473,34.5455
1474,34.5455
1475,0.0570
1476,34.5455
1477,0.0570
1478,34.5455
1479,34.5455
1480,34.5455
1481,34.5455
1482,34.5455
1483,34.5455
1484,34.5455
1485,34.5455
1486,34.5455
1487,34.5455
1488,34.5455
1489,4.7424
1490,34.5455
1491,34.5455
1492,34.5455
1493,34.5455
1494,34.5455
1495,34.5455
1496,34.5455
1497,0.0570
1498,34.5455
1499,34.5455
1500,34.5455
1501,0.0570
1502,34.5455
1503,0.0570
1504,34.5455
1505,0.0570
1506,34.5455
1507,34.5455
1508,34.5455
1509,34.5455
1510,34.5455
1511,0.0570
1512,0.0570
1513,34.5455
1514,34.5455
1515,34.5455
1516,34.5455
1517,0.0570
1518,34.5455
1519,0.0570
1520,34.5455
1521,0.0570
1522,34.5455
1523,0.0570
1524,34.5455
1525,34.5455
1526,34.5455
1527,34.5455
1528,0.0570
1529,34.5455
1530,34.5455
1531,0.0570
1532,34.5455
1533,0.0570
1534,34.5455
1535,0.0570
1536,34.5455
1537,34.5455
1538,34.5455
1539,34.5455
1540,0.0570
1541,34.5455
1542,34.5455
1543,34.5455
1544,0.0570
1545,34.5455
1546,34.5455
1547,34.5455
1548,0.0570
1549,34.5455
1550,0.0570
1551,34.5455
1552,34.5455
1553,34.5455
1554,34.5455
1555,34.5455
1556,34.5455
1557,34.5455
1558,34.5455
1559,34.5455
1560,34.5455
1561,34.5455
1562,34.5455
1563,34.5455
1564,34.5455
1565,34.5455
1566,34.5455
1567,34.5455
1568,34.5455
1569,34.5455
1570,34.5455
1571,34.5455
1572,34.5455
1573,34.5455
1574,34.5455
1575,34.5455
1576,0.0570
1577,34.5455
1578,34.5455
1579,0.0570
1580,34.5455
1581,34.5455
1582,0.0570
1583,34.5455
1584,34.5455
1585,34.5455
1586,0.0570
1587,34.5455
1588,0.0570
1589,34.5455
1590,34.5455
1591,34.5455
1592,34.5455
1593,0.0570
1594,34.5455
1595,0.0570
1596,34.5455
1597,34.5455
1598,34.5455
1599,34.5455
1600,34.5455
1601,34.5455
1602,34.5455
1603,34.5455
1604,34.5455
1605,34.5455
1606,34.5455
1607,34.5455
1608,34.5455
1609,34.5455
1610,34.5455
1611,34.5455
1612,0.0570
1613,34.5455
1614,34.5455
1615,34.5455
1616,34.5455
1617,34.5455
1618,34.5455
1619,34.5455
1620,34.5455
1621,0.0570
1622,34.5455
1623,0.0570
1624,34.5455
1625,34.5455
1626,34.5455
1627,34.5455
1628,34.5455
1629,34.5455
1630,34.5455
1631,69.0786
1632,34.5455
1633,0.0570
1634,34.5455
1635,0.0570
1636,34.5455
1637,34.5455
1638,34.5455
1639,34.5455
1640,0.0570
1641,34.5455
1642,34.5455
1643,34.5455
1644,5.0907
1645,34.5455
1646,0.0570
1647,34.5455
1648,34.5901
1649,0.0570
1650,34.5455
1651,34.5455
1652,34.5455
1653,34.5455
1654,0.0570
1655,34.5455
1656,34.5455
1657,34.5455
1658,34.5455
1659,34.5455
1660,34.5455
1661,34.5455
1662,34.5455
1663,34.5455
1664,34.5455
1665,34.5455
1666,34.5455
1667,34.5455
1668,0.0570
1669,34.5455
1670,34.5455
1671,0.0570
1672,0.0570
1673,34.5455
1674,34.5455
1675,0.0570
1676,34.5455
1677,34.5455
1678,34.5455
1679,0.0570
1680,34.5455
1681,0.0570
1682,34.5455
1683,34.5455
1684,34.5455
1685,34.5455
1686,34.5455
1687,34.5455
1688,34.5455
1689,34.5455
1690,5.1777
1691,34.5455
1692,34.5455
1693,34.5455
1694,34.5901
1695,69.1278
1696,34.5455
1697,4.9366
1698,34.5455
1699,34.5455
1700,34.5455
1701,34.5455
1702,34.5455
1703,34.5455
1704,0.0570
1705,34.5455
1706,34.5455
1707,34.5455
1708,34.5455
1709,34.5455
1710,34.5455
1711,34.5455
1712,4.9366
1713,0.0570
1714,34.5455
1715,34.5455
1716,34.5455
1717,34.5455
1718,34.5455
1719,34.5455
1720,0.0570
1721,34.5455
1722,34.5455
1723,34.5455
1724,0.0570
1725,0.0570
1726,0.0570
1727,34.5455
1728,34.5455
1729,0.0570
1730,34.5455
1731,34.5455
1732,34.5455
1733,34.5455
1734,34.5455
1735,34.5455
1736,34.5455
1737,34.5455
1738,0.0570
1739,34.5455
1740,34.5455
1741,34.5455
1742,34.5455
1743,34.5455
1744,34.5455
1745,34.5455
1746,34.5455
1747,34.5455
1748,34.5455
1749,34.5455
1750,34.5455
1751,0.0570
1752,34.5455
1753,34.5455
1754,34.5455
1755,0.0570
1756,34.5455
1757,34.5455
1758,34.5455
1759,34.5455
1760,34.5455
1761,34.5455
1762,34.5455
1763,34.5455
1764,34.5455
1765,34.5455
1766,34.5455
1767,0.0570
1768,0.0570
1769,34.5455
1770,34.5455
1771,34.5455
1772,34.5455
1773,34.5455
1774,34.5455
1775,34.5455
1776,34.5455
1777,34.5455
1778,34.5455
1779,5.1777
1780,34.5455
1781,34.5455
1782,0.0570
1783,34.5455
1784,34.5455
1785,34.5901
1786,34.5455
1787,34.5455
1788,34.5455
1789,34.5455
1790,0.0570
1791,34.5455
1792,0.0570
1793,34.5455
1794,34.5455
1795,34.5455
1796,34.5455
1797,0.0570
1798,34.5455
1799,34.5455
1800,34.5455
1801,0.0570
1802,34.5455
1803,34.5455
1804,0.0570
1805,34.5455
1806,69.0786
1807,0.0570
1808,34.5455
1809,0.0570
1810,34.5455
1811,34.5455
1812,34.5455
1813,34.5455
1814,34.5455
1815,34.5455
1816,34.5455
1817,34.5455
1818,34.5455
1819,34.5455
1820,0.0570
1821,34.5455
1822,34.5455
1823,34.5455
1824,34.5455
1825,34.5455
1826,0.0570
1827,34.5455
1828,34.5455
1829,34.5455
1830,34.5455
1831,34.5455
1832,34.5455
1833,34.5455
1834,0.0570
1835,34.5455
1836,34.5455
1837,34.5455
1838,34.5455
1839,34.5455
1840,34.5455
1841,34.5455
1842,34.5455
1843,34.5455
1844,34.5455
1845,34.5455
1846,34.5455
1847,34.5455
1848,34.5455
1849,34.5455
1850,34.5455
1851,34.5455
1852,34.5455
1853,34.5455
1854,34.5455
1855,34.5455
1856,34.5455
1857,34.5455
1858,34.5455
1859,34.5455
1860,34.5455
1861,34.5455
1862,34.5455
1863,0.0570
1864,34.5455
1865,0.0570
1866,34.5455
1867,34.5455
1868,34.5455
1869,34.5455
1870,34.5455
1871,0.0570
1872,34.5455
