inputId,Score
0,34.5455
1,34.5455
2,0.0570
3,0.0570
4,34.5455
5,34.5455
6,5.0907
7,34.5455
8,34.5455
9,34.5455
10,0.0570
11,34.5455
12,0.0570
13,34.5455
14,34.5455
15,34.5455
16,0.0570
17,0.0570
18,34.5455
19,34.5455
20,34.5455
21,34.5455
22,34.5455
23,34.5455
24,34.5455
25,34.5455
26,34.5455
27,34.5455
28,34.5455
29,34.5455
30,34.5455
31,34.5455
32,34.5455
33,34.5455
34,34.5455
35,34.5455
36,34.5455
37,34.5455
38,0.0570
39,0.0570
40,34.5455
41,0.0570
42,34.5455
43,34.5455
44,34.5455
45,0.0570
46,34.5455
47,0.0570
48,34.5455
49,34.5455
50,34.5455
51,34.5455
52,0.0570
53,34.5455
54,34.5455
55,34.5455
56,34.5455
57,0.0570
58,0.0570
59,34.5455
60,34.5455
61,34.5455
62,34.5455
63,34.5455
64,0.0570
65,0.0570
66,34.5455
67,34.5455
68,34.5455
69,34.5455
70,34.5455
71,0.0570
72,34.5455
73,34.5455
74,34.5455
75,34.5455
76,0.0570
77,34.5455
78,34.5455
79,34.5455
80,34.5455
81,0.0570
82,34.5455
83,34.5455
84,0.0570
85,34.5455
86,34.5455
87,34.5455
88,34.5455
89,34.5455
90,34.5455
91,34.5455
92,34.5455
93,34.5455
94,34.5455
95,34.5455
96,34.5455
97,34.5455
98,34.5455
99,34.5455
100,34.5455
101,34.5455
102,34.5455
103,34.5455
104,34.5455
105,34.5455
106,34.5455
107,34.5455
108,34.5455
109,0.0570
110,34.5455
111,0.0570
112,34.5455
113,34.5455
114,0.0570
115,34.5455
116,34.5455
117,34.5455
118,34.5455
119,34.5455
120,0.0570
121,34.5455
122,34.5455
123,34.5455
124,34.5455
125,34.5455
126,34.5455
127,34.5455
128,34.5455
129,34.5455
130,34.5901
131,34.5455
132,34.5455
133,4.9366
134,34.5455
135,34.5455
136,34.5455
137,34.5455
138,34.5455
139,34.5455
140,34.5455
141,34.5455
142,34.5455
143,34.5455
144,34.5455
145,34.5455
146,0.0570
147,34.5455
148,34.5455
149,34.5455
150,0.0570
151,34.5455
152,34.5455
153,34.5455
154,34.5455
155,0.0570
156,34.5455
157,0.0570
158,34.5455
159,34.5455
160,34.5455
161,34.5455
162,34.5455
163,34.5455
164,34.5455
165,34.5455
166,34.5455
167,34.5455
168,34.5455
169,34.5455
170,34.5455
171,34.5455
172,34.5455
173,0.0570
174,34.5455
175,34.5455
176,34.5455
177,34.5455
178,34.5455
179,34.5455
180,34.5455
181,34.5455
182,34.5455
183,34.5455
184,34.5455
185,0.0570
186,34.5455
187,34.5455
188,34.5455
189,34.5901
190,34.5455
191,34.5455
192,34.5455
193,34.5455
194,34.5455
195,34.5455
196,34.5455
197,34.5455
198,34.5455
199,34.5455
200,34.5455
201,34.5455
202,0.0570
203,34.5455
204,34.5455
205,34.5455
206,34.5901
207,34.5455
208,34.5455
209,34.5455
210,34.5455
211,34.5455
212,34.5455
213,34.5455
214,34.5455
215,34.5455
216,34.5455
217,34.5455
218,34.5455
219,34.5455
220,34.5455
221,34.5455
222,34.5455
223,34.5455
224,34.5455
225,4.7424
226,34.5455
227,0.0570
228,34.5455
229,34.5455
230,0.0570
231,34.5455
232,34.5455
233,34.5455
234,34.5455
235,0.0570
236,34.5455
237,34.5455
238,34.5455
239,34.5455
240,34.5455
241,34.5455
242,34.5455
243,34.5455
244,34.5455
245,34.5455
246,34.5455
247,34.5455
248,34.5455
249,34.5455
250,34.5455
251,0.0570
252,34.5455
253,34.5455
254,34.5455
255,34.5455
256,0.0570
257,34.5455
258,34.5455
259,34.5455
260,0.0570
261,34.5455
262,0.0570
263,34.5455
264,34.5455
265,34.5455
266,34.5455
267,34.5455
268,0.0570
269,34.5455
270,5.0907
271,34.5455
272,34.5455
273,34.5455
274,34.5455
275,34.5455
276,34.5455
277,34.5455
278,34.5455
279,34.5455
280,34.5455
281,34.5455
282,0.0570
283,34.5455
284,34.5455
285,34.5455
286,34.5455
287,103.6174
288,34.5455
289,34.5455
290,34.5455
291,34.5455
292,0.0570
293,34.5455
294,34.5455
295,34.5455
296,34.5455
297,34.5455
298,103.6231
299,34.5455
300,34.5455
301,34.5455
302,34.5455
303,0.0570
304,34.5455
305,34.5455
306,34.5455
307,34.5455
308,34.5455
309,34.5455
310,34.5455
311,34.5455
312,0.0570
313,0.0570
314,0.0570
315,0.0570
316,34.5455
317,34.5455
318,0.0570
319,34.5455
320,0.0570
321,34.5455
322,0.0570
323,34.5455
324,34.5455
325,34.5455
326,34.5455
327,34.5455
328,34.5455
329,34.5455
330,34.5455
331,34.5455
332,0.0570
333,34.5455
334,34.5455
335,0.0570
336,34.5455
337,34.5455
338,34.5455
339,34.5455
340,34.5455
341,34.5455
342,34.5455
343,34.5455
344,34.5455
345,34.5455
346,0.0570
347,34.5455
348,0.0570
349,34.5455
350,34.5455
351,34.5455
352,34.5455
353,34.5455
354,34.5455
355,0.0570
356,34.5455
357,0.0570
358,34.5455
359,34.5455
360,34.5455
361,34.5455
362,34.5455
363,34.5455
364,34.5455
365,34.5455
366,34.5455
367,0.0570
368,34.5455
369,34.5455
370,34.5455
371,34.5455
372,34.5455
373,34.5455
374,0.0570
375,34.5455
376,34.5455
377,34.5455
378,34.5455
379,34.5455
380,34.5455
381,34.5455
382,34.5455
383,34.5455
384,34.5455
385,34.5455
386,34.5455
387,34.5455
388,34.5455
389,0.0570
390,34.5455
391,34.5455
392,34.5455
393,34.5455
394,34.5455
395,34.5455
396,0.0570
397,34.5455
398,34.5455
399,0.0570
400,34.5455
401,34.5455
402,34.5455
403,34.5455
404,34.5455
405,34.5455
406,34.5455
407,34.5455
408,34.5455
409,34.5455
410,34.5455
411,34.5455
412,34.5455
413,34.5455
414,34.5455
415,34.5455
416,34.5455
417,34.5455
418,34.5455
419,34.5901
420,34.5455
421,34.5455
422,34.5455
423,34.5455
424,34.5455
425,34.5455
426,34.5455
427,34.5455
428,34.5455
429,34.5455
430,34.5455
431,34.5455
432,0.0570
433,34.5455
434,34.5455
435,34.5455
436,34.5455
437,0.0570
438,34.5455
439,34.5455
440,34.5455
441,34.5455
442,34.5455
443,34.5455
444,34.5455
445,34.5455
446,34.5455
447,34.5455
448,34.5455
449,34.5455
450,34.5455
451,34.5455
452,34.5455
453,34.5455
454,34.5455
455,34.5455
456,34.5455
457,34.5455
458,34.5455
459,34.5455
460,34.5455
461,34.5455
462,34.5455
463,34.5455
464,0.0570
465,34.5455
466,34.5455
467,34.5455
468,34.5455
469,34.5455
470,34.5455
471,34.5455
472,34.5455
473,0.0570
474,34.5455
475,0.0570
476,34.5455
477,34.5455
478,34.5455
479,34.5455
480,34.5455
481,34.5455
482,0.0570
483,34.5455
484,34.5455
485,34.5455
486,34.5455
487,34.5455
488,34.5455
489,34.5455
490,0.0570
491,34.5455
492,34.5455
493,34.5455
494,0.0570
495,34.5455
496,0.0570
497,34.5455
498,34.5455
499,34.5455
500,34.5455
501,34.5455
502,0.0570
503,34.5455
504,34.5455
505,34.5455
506,34.5455
507,34.5455
508,0.0570
509,34.5455
510,34.5455
511,34.5455
512,34.5455
513,0.0570
514,34.5455
515,34.5455
516,34.5455
517,34.5455
518,34.5455
519,0.0570
520,34.5455
521,34.5455
522,34.5455
523,34.5455
524,34.5455
525,34.5455
526,34.5455
527,34.5455
528,4.7424
529,34.5455
530,34.5455
531,34.5455
532,34.5455
533,34.5455
534,0.0570
535,34.5455
536,34.5455
537,34.5455
538,34.5455
539,34.5455
540,34.5455
541,34.5455
542,34.5455
543,0.0570
544,34.5455
545,34.5455
546,34.5455
547,0.0570
548,34.5455
549,34.5455
550,34.5455
551,0.0570
552,34.5455
553,34.5455
554,5.1777
555,34.5455
556,34.5455
557,0.0570
558,34.5455
559,34.5455
560,0.0570
561,34.5455
562,5.1777
563,34.5455
564,34.5455
565,34.5455
566,34.5455
567,34.5455
568,34.5455
569,34.5455
570,4.7424
571,34.5455
572,34.5455
573,34.5455
574,34.5455
575,34.5455
576,34.5455
577,34.5455
578,34.5455
579,34.5455
580,5.1777
581,103.6666
582,34.5455
583,34.5901
584,34.5455
585,34.5455
586,34.5455
587,34.5455
588,34.5455
589,34.5455
590,34.5455
591,34.5455
592,34.5455
593,34.5455
594,34.5455
595,34.5455
596,34.5455
597,34.5455
598,34.5455
599,34.5455
600,34.5455
601,34.5455
602,34.5455
603,34.5455
604,34.5455
605,34.5455
606,0.0570
607,34.5455
608,34.5455
609,34.5455
610,34.5455
611,34.5455
612,34.5455
613,0.0570
614,34.5455
615,34.5455
616,34.5455
617,5.2730
618,0.0570
619,0.0570
620,34.5455
621,34.5455
622,34.5455
623,34.5455
624,34.5455
625,34.5455
626,34.5455
627,34.5455
628,34.5455
629,34.5455
630,34.5455
631,34.5455
632,34.5455
633,34.5455
634,34.5455
635,34.5455
636,34.5455
637,34.5455
638,34.5455
639,34.5455
640,34.5455
641,34.5455
642,34.5455
643,34.5455
644,34.5455
645,34.5455
646,34.5455
647,34.5455
648,34.5455
649,34.5455
650,69.0786
651,34.5455
652,34.5455
653,34.5455
654,34.5455
655,0.0570
656,34.5455
657,34.5455
658,34.5455
659,34.5455
660,69.0786
661,34.5455
662,34.5455
663,34.5455
664,34.5455
665,0.0570
666,0.0570
667,34.5455
668,34.5455
669,34.5455
670,34.5455
671,34.5455
672,34.5455
673,34.5455
674,34.5901
675,34.5455
676,34.5455
677,0.0570
678,34.5455
679,34.5455
680,34.5455
681,34.5455
682,34.5455
683,34.5455
684,34.5455
685,34.5455
686,34.5455
687,103.6174
688,34.5455
689,34.5455
690,34.5455
691,0.0570
692,34.5455
693,34.5455
694,34.5455
695,0.0570
696,34.5455
697,34.5455
698,34.5455
699,0.0570
700,34.5455
701,0.0570
702,0.0570
703,0.0570
704,0.0570
705,34.5455
706,34.5455
707,0.0570
708,4.7424
709,34.5455
710,34.5455
711,34.5455
712,34.5455
713,0.0570
714,34.5455
715,34.5455
716,34.5455
717,34.5455
718,34.5455
719,34.5455
720,0.0570
721,34.5455
722,0.0570
723,34.5455
724,34.5455
725,34.5455
726,0.0570
727,34.5455
728,34.5455
729,34.5455
730,34.5455
731,34.5455
732,34.5455
733,34.5455
734,34.5455
735,34.5455
736,34.5455
737,34.5455
738,34.5455
739,34.5455
740,34.5455
741,34.5455
742,34.5455
743,34.5455
744,34.5455
745,34.5455
746,0.0570
747,34.5455
748,0.0570
749,34.5901
750,34.5455
751,34.5455
752,0.0570
753,34.5455
754,34.5455
755,0.0570
756,34.5455
757,34.5455
758,34.5455
759,34.5455
760,34.5455
761,34.5455
762,34.5455
763,34.5455
764,34.5901
765,34.5455
766,34.5455
767,34.5455
768,0.0570
769,34.5455
770,34.5455
771,4.7424
772,34.5455
773,0.0570
774,34.5455
775,34.5455
776,34.5455
777,34.5455
778,34.5455
779,34.5455
780,34.5455
781,0.0570
782,34.5455
783,0.0570
784,34.5455
785,34.5455
786,34.5455
787,34.5455
788,34.5455
789,34.5455
790,34.5455
791,34.5455
792,34.5455
793,34.5455
794,34.5455
795,34.5455
796,34.5455
797,34.5455
798,0.0570
799,34.5455
800,34.5455
801,34.5455
802,34.5455
803,34.5455
804,34.5455
805,34.5455
806,34.5455
807,34.5455
808,34.5455
809,34.5455
810,34.5455
811,34.5455
812,34.5455
813,34.5455
814,0.0570
815,34.5455
816,34.5455
817,34.5455
818,34.5455
819,34.5455
820,34.5455
821,34.5455
822,34.5455
823,0.0570
824,34.5455
825,34.5455
826,0.0570
827,34.5455
828,34.5455
829,34.5455
830,34.5455
831,0.0570
832,34.5455
833,4.7424
834,34.5455
835,34.5455
836,34.5455
837,34.5455
